TITLE,FILE NAME,URL,TYPE OF RESOURCE,FORM,EXTENT,IMPRINT,ISSUANCE,LANGUAGE,MAP DATA,ASSOCIATED WITH,SUBJECT,GENRE,NOTE,RELATED ITEM,STATEMENT OF RESPONSIBILITY,OCLC,ALTERNATIVE TITLE,APPEARS IN,PUBLISHER,LOCATION,LCCN,ADDITIONAL PHYSICAL FORM,MANUFACTURER,ONLINE VERSION,UNIFORM TITLE,CARTOGRAPHER,LITHOGRAPHER,CONTAINS,LOCAL NOTE,ISSUING BODY,REPRODUCTION,DISTRIBUTOR
München fishponds,vt867cv2669,https://purl.stanford.edu/vt867cv2669,Cartographic;,map;unmediated;sheet;,1 map ; 19 x 30 cm;,"Provisional ed. - [Washington, D.C.] : R & A, OSS, 1944;",monographic;,English;,"Scale [ca. 1:70,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Fish ponds > Germany > Munich > Maps;Sewage disposal > Germany > Munich > Maps;Fish ponds;Sewage disposal;Munich (Germany) > Maps;Germany > Munich;,Map;Cartographic image-cri;Maps.;,"Map also shows the sewage disposal system.;""No. A-3529 R & A, OSS 16 August 1944."";Compiled by the Office of Strategic Services.;",,,38549435;,,,,,,,,,,,,,,,,
München treatment plant,pj532dw6718,https://purl.stanford.edu/pj532dw6718,Cartographic;,map;,1 map ; 14 x 30 cm.;,"Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:17,500];","United States, Office of Strategic Services., Research and Analysis Branch.;",Water treatment plants > Germany > Munich > Maps;Munich (Germany) > Maps;,Map;,"""No. A-3528 R & A, OSS, 16 August 1944."";",,,,,,,,,,,,,,,,,,,
The Netherlands,hg993jg8901,https://purl.stanford.edu/hg993jg8901,Cartographic;,map;unmediated;sheet;,1 map : color ; 26 x 17 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:1,800,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Transportation > Netherlands > Maps;Transportation;Netherlands > Maps;Netherlands;,Map;Cartographic image-cri;Maps.;,"Includes regional map.;""No. 2982."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",34121492;,,,,,,,,,,,,,,,,
Netherlands New Guinea : approximation of population distribution,zx537zq3314,https://purl.stanford.edu/zx537zq3314,Cartographic;,cartographic material;map;,1 map : col. ; 31 x 36 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:3,700,000] ; ; Mercator's proj. (E 130°--E 142°/N 1°--S 10°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Population;Papua (Indonesia) > Population > Maps;Indonesia > Papua;,Map;Maps;,"Relief shown by shading.;""No. 3041."";""2 February 1944."";Population figures from 1930-1936.;",,"compiled and drawn in the Branch of Research and Analysis, OSS ; Geographic Division, M.I.D.;",,,,,,,,,,,,,,,,,
Netherlands New Guinea : roads and trails,hs258cz0612,https://purl.stanford.edu/hs258cz0612,Cartographic;,cartographic material;map;,1 map : col. ; 31 x 36 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:3,700,000] ; ; Mercator's proj. (E 130°--E 142°/N 1°--S 10°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Trails > Indonesia > Papua > Maps;Papua New Guinea > Maps;,Map;,"Relief shown by shading.;""No. 3123."";Inset maps: Wissel Lakes area -- Manokwari area.;",,"compiled and drawn in the Branch of Research and Analysis, OSS ; Geographic Division, M.I.D.;",,,,,,,,,,,,,,,,,
Netherlands New Guinea : water supply regions,fw915wk9110,https://purl.stanford.edu/fw915wk9110,Cartographic;,cartographic material;map;,1 map : col. ; 31 x 36 cm.;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:3,700,000] ; ; Mercator's proj. (E 130°--E 142°/N 1°--S 10°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Water-supply > Indonesia > Papua > Maps;Water-supply > Irian Jaya Barat (Indonesia) > Maps;Papua (Indonesia) > Maps;,Map;,"Relief shown by shading.;""No. 3039."";""4 February 1944."";",,"compiled and drawn in the Branch of Research and Analysis, OSS ; Geographic Division, M.I.D.;",,,,,,,,,,,,,,,,,
New Caledonia : Economic and strategic factors,mh167tc5696,https://purl.stanford.edu/mh167tc5696,Cartographic;,map;unmediated;sheet;,1 map : color ; sheet 26.5 x 43 cm.;,"[Place of publication not identified] : Department of State, Division of Geography and Cartography, 1944;",monographic;,English;,"Scale [approximately 1:1,584,000] ; (E 163°21'00""--E 168°19'00""/S 19°09'00""--S 23°15'00"").;","United States, Department of State., Division of Geography and Cartography.;",Economy > New Caledonia > Maps > Nineteen forties;Mines and mineral resources > New Caledonia > Maps > Nineteen forties;Transportation > New Caledonia > Maps > Nineteen forties;New Caledonia > Maps > Nineteen forties;,Map;Government publication;Cartographic image;Maps;,"Legend includes mining and mineral deposit information, seaplane anchores, air bases, roads, railroads.;Inset map showing air line distances in statute miles, between New Caledonia and surrounding locations.;""1529 E."";""B-2822-0(4)-."";","Department of State publication. Far East Series, Map 28;Department of State publication, Map 28 Far East Series;",,,,,,,,,,,,,,,,,,
[New Guinea],fm472dp5314,https://purl.stanford.edu/fm472dp5314,Cartographic;,map;unmediated;sheet;,1 map ; 28 x 27 cm;,"Provisional ed. - [Washington, D.C.?] : [Branch of Research and Analysis, OSS?], [1944?];",monographic;,English;,"Scale [ca. 1:14,256,000] ; (E 135°--E 150°/0°--S 30°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",New Guinea > Maps;New Guinea;,Map;Government publication;Cartographic image;Maps;,"Includes inset map of Northeast New Guinea.;""No. 3869."";""13 July 1944."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",62384380;,,,,electronic resource;,,,,,,,,,,,,
North Africa,dy027vr8775,https://purl.stanford.edu/dy027vr8775,Cartographic;,map;unmediated;sheet;,1 map : color ; 20 x 31 cm;,"Provisional ed. - [Washington, D.C.] : O.S.S. 1944;",monographic;,English;,"Scale [ca. 1:19,008,000] ; (W 17°--E 37°/N 43°--N 7°).;","United States, Office of Strategic Services., Research and Analysis Branch.;","Africa, North > Maps;Africa, Northwest > Maps;Africa, North;Africa, Northwest;",Map;Cartographic image-cri;Maps.;,"""Map no. 3019, 18 February 1944."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",17574545;,,,,,,,,,,,,,"Accompanied by legend sheet ""Legend for railway profiles, North Africa,"" ""no. 1455, January 1943."";",,,
North Africa,nr600tk5262,https://purl.stanford.edu/nr600tk5262,Cartographic;,map;unmediated;sheet;,1 map : color ; 20 x 31 cm;,"Provisional ed. - [Washington, D.C.] : O.S.S. 1944;",monographic;,English;,"Scale [ca. 1:19,008,000] ; (W 17°--E 37°/N 43°--N 7°).;","United States, Office of Strategic Services., Research and Analysis Branch.;","Africa, North > Maps;Africa, Northwest > Maps;Africa, North;Africa, Northwest;",Map;Cartographic image-cri;Maps.;,"""Map no. 3019, 18 February 1944."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",17574545;,,,,,,,,,,,,,"Accompanied by legend sheet ""Legend for railway profiles, North Africa,"" ""no. 1455, January 1943."";",,,
Northeast Asia,rk075pf0792,https://purl.stanford.edu/rk075pf0792,Cartographic;,cartographic material;map;unmediated;sheet;,"1 map : color ; 71 x 57 cm, on sheet 83 x 67 cm;","Provisional ed. - [Washington, D.C.] : Lithographed in the Reproduction Branch, Office of Strategic Services, 1944;",monographic;,English;,"Scale [1:6,600,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",East Asia > Maps;East Asia;,Map;Cartographic image-cri;Maps;Maps;,"""No. 5488-R & A, OSS."";""7 November 1944."";""Restricted."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Northeastern France and the low countries,yy014jd5032,https://purl.stanford.edu/yy014jd5032,Cartographic;,map;unmediated;sheet;,1 map ; 18 x 23 cm;,"[Washington, D.C.] : OSS, 1944;",monographic;,English;,"Scale [ca. 1:2,350,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Lille Region (France) > Maps;France > Lille Region;,Map;Cartographic image-cri;Maps.;,"Oriented with north to bottom.;Dated: January 14, 1944.;",,,,,,,,,,,,,,,,,,,
Northern Philippines land utilization,dq063rf6647,https://purl.stanford.edu/dq063rf6647,Cartographic;,map;unmediated;sheet;,1 map ; 26 x 20 cm;,"[Washington, D.C.] : Office of Strategic Services, 1944;",monographic;,English;,"Scale approximately 1:6,000,000.;","United States, Office of Strategic Services., Research and Analysis Branch.;",Land use > Philippines > Maps;Vegetation mapping > Philippines > Northern region > Maps;,Map;Government publication;Cartographic image;,"Includes key to land use/vegetation/planting including food products, tobacco, subsistence farms, and forests.;""No. A-3760."";""13 June 1944."";""Reliability Code-1B-1B-1."";Map is stamped ""Restricted."";""Lithographed by the Reproductive Branch, OSS."";",,"R & A, Office of Strategic Services.;",34491481;,,,,,,,,,,,,,,,,
Northern Philippines political divisions,zv496rg4095,https://purl.stanford.edu/zv496rg4095,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 22 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:4,900,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Administrative and political divisions;Philippines > Administrative and political divisions > Maps;Philippines;,Map;Cartographic image-cri;Maps.;,"""No. 3398."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
The Northwestern Pacific,hk776rv6776,https://purl.stanford.edu/hk776rv6776,Cartographic;,cartographic material;map;unmediated;sheet;,1 map : color ; 49 x 74 cm;,"6 Nov. 1944. - [Washington] : [Reproduction Branch, Office of Strategic Services], 1944;",monographic;,English;,"Scale [ca. 1:10,000,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",East Asia > Maps;North Pacific Ocean > Maps;East Asia;North Pacific Ocean;,Map;Cartographic image-cri;Maps;,"Covers eastern China and the Soviet Union, Mongolia, Japan, and the Aleutian Islands.;""Provisional edition."";""No. 5516."";",,,,,,,,,,,,,,,,,,,
"Orientation, Philippines to Japan",nh916xd2027,https://purl.stanford.edu/nh916xd2027,Cartographic;,cartographic material;map;,1 map ; 64 x 57 cm;,"Provisional ed. 21 October 1944. - [Washington, D.C.?] : lithographed in the Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:7,000,000] ; (E 115°--E 152°/N 43°--N 5°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",North Pacific Ocean > Maps;North Pacific Ocean;,Map;Maps;,"""21 October 1944."";""No. 5491."";""Free."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Palau Islands, Babelthuap Island",nh047pw1427,https://purl.stanford.edu/nh047pw1427,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 22 cm;,"Provisional ed. - [Washington] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:200,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Babeldaob (Palau) > Maps;Palau > Babeldaob;,Map;Cartographic image-cri;Maps.;,"Relief shown by spot heights.;""No. 3170 ... 10 March 1944."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",,Babelthuap Island;,,,,,,,,,,,,,,,
Peleliu Island,tj210py8949,https://purl.stanford.edu/tj210py8949,Cartographic;,map;unmediated;sheet;,1 map : color ; 29 x 21 cm;,"Provisional ed. - [Washington] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:46,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Peleliu Island (Palau) > Maps;Palau > Peleliu Island;,Map;Cartographic image-cri;Maps.;,"""No. 3169 ... 10 March 1944."";Relief shown by spot heights.;",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",,,,,,,,,,,,,,,,,
"Philippine Islands, transportation facilities of Palawan",tb760hv1583,https://purl.stanford.edu/tb760hv1583,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 29 cm;,"Provisional edition. - District of Columbia, 1944;",monographic;,English;,"Scale approximately 1:1,820,000 ; (E 116°55ʹ--E 121°16ʹ/N 12°39ʹ--N 6°57ʹ);","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Roads > Philippines > Palawan Island > Maps;Trails > Philippines > Palawan Island > Maps;Roads > Philippines > Calamian Group > Maps;Trails > Philippines > Calamian Group > Maps;Roads;Trails;Palawan Island (Philippines) > Maps;Calamian Group (Philippines) > Maps;Philippines > Calamian Group;Philippines > Palawan Island;,Map;Cartographic image-cri;Maps.;Maps.;,"Shows roads and selected trails.;""Confidential."";Includes regional location map.;""No. 3390 ... 30 May 1944."";",,"R & A, OSS.;",,,,"[Washington, D.C.] : Reproduction Branch, OSS, [1944];",,,,,,,,,,,,,
"Philippine Islands, transportation facilities of the eastern Visayan Islands",rf608dp3966,https://purl.stanford.edu/rf608dp3966,Cartographic;,cartographic material;map;unmediated;sheet;,1 map : color ; 30 x 30 cm;,"Provisional ed. - [Washington, D.C.] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:1,090,000] ; (E 123°00ʹ--E 126°00ʹ/N 12°30ʹ--N 10°00ʹ).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Roads > Philippines > Visayan Islands > Maps;Roads;Visayan Islands (Philippines) > Maps;Philippines > Visayan Islands;,Map;Cartographic image-cri;Maps;,"""No. 3438--R & A, OSS; 14 June 1944."";Shows roads and trails.;Includes location maps.;",,,,Transportation facilities of the eastern Visayan Islands;,,,,,,,,,,,,,,,
"Philippine Islands, transportation facilities of the northern Visayan Islands",jv278pv8276,https://purl.stanford.edu/jv278pv8276,Cartographic;,cartographic material;map;unmediated;sheet;,1 map : color ; 30 x 41 cm;,"Provisional ed. - [Washington, D.C.] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:780,000] ; (E 120°--E 123°/N 14°--N 12°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Railroads > Philippines > Visayan Islands > Maps;Roads > Philippines > Visayan Islands > Maps;Railroads;Roads;Visayan Islands (Philippines) > Maps;Philippines > Visayan Islands;,Map;Cartographic image-cri;Maps;,"""No. 3417--R & A, OSS; 22 June 1944."";Shows roads, railroads, and trails.;Includes location map.;",,,,Transportation facilities of the northern Visayan Islands;,,,,,,,,,,,,,,,
"Philippine Islands, transportation facilities of the southern Visayan Islands",vq094yz6921,https://purl.stanford.edu/vq094yz6921,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 29 cm;,"Provisional edition. - District of Columbia, 1944;",monographic;,English;,"Scale approximately 1:1,120,000 ; (E 122°00ʹ--E 124°30ʹ/N 12°00ʹ--N 9°00ʹ).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Railroads > Philippines > Visayan Islands > Maps;Roads > Philippines > Visayan Islands > Maps;Railroads;Roads;Visayan Islands (Philippines) > Maps;Philippines > Visayan Islands;,Map;Cartographic image-cri;Maps;,"""No. 3764--R & A, OSS; 22 June 1944."";Shows roads, railroads, and trails.;Includes location map.;",,,,Transportation facilities of the southern Visayan Islands;,,"[Washington, D.C.] : Reproduction Branch, OSS, 1944.;",,,,,,,,,,,,,
Plan for automatization of German interurban telephone lines : (proposed by Max Langer of Siemens and Halske A.G.),bb694bt3579,https://purl.stanford.edu/bb694bt3579,Cartographic;,map;unmediated;sheet;,1 map ; 15 x 20 cm;,"[Washington, D.C.] : OSS, 1944;",monographic;,English;,"Scale [ca. 1:7,000,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Telephone > Germany > Maps;Telephone;Germany > Maps;Germany;,Map;Cartographic image-cri;Maps.;,"Dated: 10 February 1944.;""No. A-3028 - RA, OSS."";""From: Max Langer, 'Etudes Economiqes et Techniques sur la Telephonie,' 1938."";Inset: ... Proposed linking of regional traffic centers.;",,,,,,,,,,,,,,,,,,,
Ponape Island,tp225qp5425,https://purl.stanford.edu/tp225qp5425,Cartographic;,cartographic material;map;,1 map : col. ; 31 x 32 cm;,"Provisional ed. - [Washington] : Reproduction Branch, OSS, 1944;",monographic;,English;,"Scale [ca. 1:95,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Pohnpei Island (Micronesia) > Maps;Micronesia (Federated States) > Pohnpei Island;,Map;Maps;,"""No. 3137, 1 March 1944."";",,"compiled and drawn in the Branch of Research and Analysis, OSS.;",,,,,,,,,,,,,,,,,
Port of Bordeaux,hn753sg3821,https://purl.stanford.edu/hn753sg3821,Cartographic;,,1 map : col. ; 23 x 45 cm.;,"[Washington, D.C.] : O.S.S. 1944;",monographic;,English;,"Scale [ca. 1:23,000];","United States, Office of Strategic Services.;","Harbors > France > Bordeaux > Maps;Bordeaux (Aquitaine, France) > Maps;",,"""No. 3122"".;""28 February 1944"";Includes legend on sheet.;Includes inset Gironde Estuary Ports.;",,,,,,,,,,,,,,,,,,,
